0.000000	5.000000	120.119545	27.100000
1.000000	55.000000	120.174576	27.100000
2.000000	105.000000	120.072105	27.100000
3.000000	155.000000	120.104362	27.100000
4.000000	205.000000	120.059769	27.100000
5.000000	255.000000	120.079697	27.100000
6.000000	305.000000	120.059769	27.100000
7.000000	355.000000	120.090134	27.100000
8.000000	405.000000	120.104362	27.100000
9.000000	455.000000	120.145164	27.100000
10.000000	505.000000	120.087288	27.100000
11.000000	555.000000	120.149902	27.100000
12.000000	605.000000	120.130928	27.100000
13.000000	655.000000	120.105316	27.100000
14.000000	705.000000	120.163185	27.100000
15.000000	755.000000	120.105316	27.100000
16.000000	805.000000	120.153702	27.100000
17.000000	855.000000	120.032257	27.100000
18.000000	905.000000	120.131882	27.100000
19.000000	955.000000	120.114799	27.100000
20.000000	1005.000000	120.093925	27.100000
21.000000	1055.000000	120.148010	27.100000
22.000000	1105.000000	120.077797	27.100000
23.000000	1155.000000	120.040794	27.100000
24.000000	1205.000000	120.093925	27.100000
25.000000	1255.000000	120.085388	27.100000
26.000000	1305.000000	120.127136	27.100000
27.000000	1355.000000	120.101517	27.100000
28.000000	1405.000000	120.093925	27.100000
29.000000	1455.000000	120.196396	27.100000
30.000000	1505.000000	120.103416	27.100000
31.000000	1555.000000	120.096771	27.100000
32.000000	1605.000000	120.128082	27.100000
33.000000	1655.000000	120.105316	27.100000
34.000000	1705.000000	120.059769	27.100000
35.000000	1755.000000	120.101517	27.100000
36.000000	1805.000000	120.104362	27.100000
37.000000	1855.000000	120.065468	27.100000
38.000000	1905.000000	120.151802	27.100000
39.000000	1955.000000	120.144211	27.100000
40.000000	2005.000000	120.119545	27.100000
41.000000	2055.000000	120.155602	27.100000
42.000000	2105.000000	120.156548	27.100000
43.000000	2155.000000	120.156548	27.100000
44.000000	2205.000000	120.135674	27.100000
45.000000	2255.000000	120.099617	27.100000
46.000000	2305.000000	120.097725	27.200000
47.000000	2355.000000	120.118599	27.200000
48.000000	2405.000000	120.107208	27.200000
49.000000	2455.000000	120.148956	27.200000
50.000000	2505.000000	120.073051	27.100000
51.000000	2555.000000	120.075905	27.100000
52.000000	2605.000000	120.116699	27.100000
53.000000	2655.000000	120.157494	27.100000
54.000000	2705.000000	120.167931	27.100000
55.000000	2755.000000	120.159393	27.100000
56.000000	2805.000000	120.155602	27.100000
57.000000	2855.000000	120.195442	27.100000
58.000000	2905.000000	120.156548	27.200000
59.000000	2955.000000	120.207779	27.200000
60.000000	3005.000000	120.171730	27.200000
61.000000	3055.000000	120.163185	27.200000
62.000000	3105.000000	120.121445	27.100000
